Check-In Date,Check-Out Date,Hotel Name,Price($),Rating,Number of Reviews
18-05-2019,23-05-2019,Wellington Hotel,$303,3.7/5,"14,454"
18-05-2019,23-05-2019,Dream Midtown,$345,4.1/5,"2,560"
18-05-2019,23-05-2019,Arthouse Hotel New York City,$472,4.2/5,"6,325"
18-05-2019,23-05-2019,The Lucerne Hotel,$481,4.4/5,"3,836"
18-05-2019,23-05-2019,Hilton Garden Inn New York/Manhattan-Midtown East,$343,4.2/5,"1,619"
19-05-2019,20-05-2019,AC Hotel by Marriott New York Times Square,$239,4.6/5,397
19-05-2019,20-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,139"
19-05-2019,20-05-2019,ibis Styles New York LaGuardia Airport,$169,4.3/5,"1,020"
19-05-2019,20-05-2019,Aloft New York LaGuardia Airport,$189,3.5/5,"2,133"
19-05-2019,20-05-2019,Hampton Inn New York - LaGuardia Airport,$184,4.2/5,"1,287"
19-05-2019,20-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$180,3.7/5,"1,182"
19-05-2019,20-05-2019,Crowne Plaza Times Square Manhattan,$185,4.2/5,"9,617"
19-05-2019,20-05-2019,Hotel De Point,$159,4.0/5,395
19-05-2019,20-05-2019,Marco LaGuardia Hotel,$139,4.1/5,957
19-05-2019,20-05-2019,John Hotel,$155,4.1/5,622
19-05-2019,20-05-2019,Asiatic Hotel by LaGuardia Airport,$137,4.0/5,920
19-05-2019,20-05-2019,The Parc Hotel,$219,3.9/5,939
19-05-2019,20-05-2019,Grandview Hotel New York,$160,4.2/5,323
19-05-2019,20-05-2019,Holiday Inn LaGuardia Airport,$169,3.8/5,"1,060"
19-05-2019,20-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$159,4.3/5,728
19-05-2019,20-05-2019,Prince Flushing Hotel,$145,3.5/5,367
19-05-2019,20-05-2019,Flushing Central Hotel,$134,3.6/5,458
19-05-2019,20-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$309,4.5/5,316
19-05-2019,20-05-2019,The One Boutique Hotel,$161,3.6/5,334
19-05-2019,20-05-2019,Ramada by Wyndham Flushing Queens,$156,3.6/5,774
19-05-2019,20-05-2019,The Boro Hotel,$159,4.2/5,775
19-05-2019,20-05-2019,Holiday Inn Express Laguardia Airport,$149,3.9/5,899
19-05-2019,20-05-2019,Sheraton LaGuardia East Hotel,$329,4.0/5,481
19-05-2019,20-05-2019,Wyndham Garden LaGuardia South,$199,4.2/5,607
19-05-2019,20-05-2019,Hotel Nirvana,$120,3.8/5,252
19-05-2019,20-05-2019,Best Western Plus Plaza Hotel,$120,4.0/5,"2,935"
19-05-2019,20-05-2019,Lic Plaza Hotel,$139,4.2/5,22
19-05-2019,20-05-2019,Giorgio Hotel,$39,3.9/5,424
19-05-2019,20-05-2019,Arlo SoHo,$220,4.4/5,"1,274"
19-05-2019,20-05-2019,Queens Hotel,$159,3.7/5,46
19-05-2019,21-05-2019,AC Hotel by Marriott New York Times Square,$369,4.6/5,397
19-05-2019,21-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,139"
19-05-2019,21-05-2019,ibis Styles New York LaGuardia Airport,$194,4.3/5,"1,020"
19-05-2019,21-05-2019,Hampton Inn New York - LaGuardia Airport,$184,4.2/5,"1,287"
19-05-2019,21-05-2019,Aloft New York LaGuardia Airport,$224,3.5/5,"2,133"
19-05-2019,21-05-2019,Hotel De Point,$159,4.0/5,395
19-05-2019,21-05-2019,Arlo SoHo,$390,4.4/5,"1,274"
19-05-2019,21-05-2019,Marco LaGuardia Hotel,$139,4.1/5,957
19-05-2019,21-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$195,3.7/5,"1,182"
19-05-2019,21-05-2019,John Hotel,$155,4.1/5,622
19-05-2019,21-05-2019,The Parc Hotel,$194,3.9/5,939
19-05-2019,21-05-2019,Grandview Hotel New York,$139,4.2/5,323
19-05-2019,21-05-2019,Prince Flushing Hotel,$145,3.5/5,367
19-05-2019,21-05-2019,Flushing Central Hotel,$152,3.6/5,458
19-05-2019,21-05-2019,Fairfield Inn by Marriott New York LaGuardia Airport/Astoria,$194,4.3/5,728
19-05-2019,21-05-2019,Ramada by Wyndham Flushing Queens,$156,3.6/5,774
19-05-2019,21-05-2019,SpringHill Suites by Marriott New York LaGuardia Airport,$309,4.5/5,316
19-05-2019,21-05-2019,The One Boutique Hotel,$175,3.6/5,334
19-05-2019,21-05-2019,The Boro Hotel,$209,4.2/5,775
19-05-2019,21-05-2019,Lic Plaza Hotel,$139,4.2/5,22
19-05-2019,21-05-2019,Holiday Inn Express Laguardia Airport,$149,3.9/5,899
19-05-2019,21-05-2019,Giorgio Hotel,$39,3.9/5,424
19-05-2019,21-05-2019,Howard Johnson by Wyndham Long Island City,$141,3.5/5,"1,293"
19-05-2019,21-05-2019,Sheraton LaGuardia East Hotel,$349,4.0/5,481
19-05-2019,21-05-2019,Hotel Nirvana,$150,3.8/5,252
19-05-2019,21-05-2019,Queens Hotel,$149,3.7/5,46
19-05-2019,21-05-2019,Best Western Plus Plaza Hotel,$167,4.0/5,"2,935"
19-05-2019,21-05-2019,Wyndham Garden LaGuardia South,$259,4.2/5,607
19-05-2019,21-05-2019,Crowne Plaza Times Square Manhattan,$295,4.2/5,"9,617"
19-05-2019,21-05-2019,Opera House Hotel,$144,4.5/5,"2,123"
19-05-2019,22-05-2019,Arlo SoHo,$554,4.4/5,"1,274"
19-05-2019,22-05-2019,LaGuardia Plaza Hotel,$262,4.0/5,"2,139"
19-05-2019,22-05-2019,ibis Styles New York LaGuardia Airport,$202,4.3/5,"1,020"
19-05-2019,22-05-2019,Hotel De Point,$166,4.0/5,395
19-05-2019,22-05-2019,Aloft New York LaGuardia Airport,$259,3.5/5,"2,133"
19-05-2019,22-05-2019,Hampton Inn New York - LaGuardia Airport,$205,4.2/5,"1,287"
19-05-2019,22-05-2019,Crowne Plaza Times Square Manhattan,$395,4.2/5,"9,617"
19-05-2019,22-05-2019,Marco LaGuardia Hotel,$146,4.1/5,957
19-05-2019,22-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$203,3.7/5,"1,182"
19-05-2019,22-05-2019,John Hotel,$153,4.1/5,622
19-05-2019,22-05-2019,The Parc Hotel,$186,3.9/5,939
19-05-2019,22-05-2019,Grandview Hotel New York,$132,4.2/5,323
19-05-2019,22-05-2019,Prince Flushing Hotel,$148,3.5/5,367
19-05-2019,22-05-2019,Flushing Central Hotel,$155,3.6/5,458
19-05-2019,22-05-2019,The One Boutique Hotel,$167,3.6/5,334
19-05-2019,22-05-2019,Ramada by Wyndham Flushing Queens,$149,3.6/5,774
19-05-2019,22-05-2019,The Boro Hotel,$203,4.2/5,775
19-05-2019,22-05-2019,Lic Plaza Hotel,$152,4.2/5,22
19-05-2019,22-05-2019,Queens Hotel,$156,3.7/5,46
19-05-2019,22-05-2019,Howard Johnson by Wyndham Long Island City,$153,3.5/5,"1,293"
19-05-2019,22-05-2019,Hotel Nirvana,$157,3.8/5,252
19-05-2019,22-05-2019,Sheraton LaGuardia East Hotel,$356,4.0/5,481
19-05-2019,22-05-2019,Holiday Inn Express Laguardia Airport,$166,3.9/5,899
19-05-2019,22-05-2019,Giorgio Hotel,$39,3.9/5,424
19-05-2019,22-05-2019,Wyndham Garden LaGuardia South,$259,4.2/5,607
19-05-2019,22-05-2019,Z NYC Hotel,$242,4.0/5,"2,239"
19-05-2019,22-05-2019,Microtel Inn by Wyndham Long Island City,$199,4.3/5,129
19-05-2019,22-05-2019,Hotel Vetiver,$169,3.7/5,"1,164"
19-05-2019,22-05-2019,Feather Factory,$181,4.1/5,468
19-05-2019,22-05-2019,The Box House Hotel,$254,4.6/5,"1,221"
19-05-2019,23-05-2019,Crowne Plaza Times Square Manhattan,$393,4.2/5,"9,617"
19-05-2019,23-05-2019,LaGuardia Plaza Hotel,$254,4.0/5,"2,139"
19-05-2019,23-05-2019,ibis Styles New York LaGuardia Airport,$207,4.3/5,"1,020"
19-05-2019,23-05-2019,Aloft New York LaGuardia Airport,$257,3.5/5,"2,133"
19-05-2019,23-05-2019,Hotel De Point,$169,4.0/5,395
19-05-2019,23-05-2019,Hampton Inn New York - LaGuardia Airport,$215,4.2/5,"1,287"
19-05-2019,23-05-2019,Arlo SoHo,$535,4.4/5,"1,274"
19-05-2019,23-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$203,3.7/5,"1,182"
19-05-2019,23-05-2019,Marco LaGuardia Hotel,$149,4.1/5,957
19-05-2019,23-05-2019,John Hotel,$150,4.1/5,622
19-05-2019,23-05-2019,The Parc Hotel,$184,3.9/5,939
19-05-2019,23-05-2019,Grandview Hotel New York,$122,4.2/5,323
19-05-2019,23-05-2019,Prince Flushing Hotel,$150,3.5/5,367
19-05-2019,23-05-2019,Flushing Central Hotel,$157,3.6/5,458
19-05-2019,23-05-2019,Ramada by Wyndham Flushing Queens,$148,3.6/5,774
19-05-2019,23-05-2019,The One Boutique Hotel,$168,3.6/5,334
19-05-2019,23-05-2019,The Boro Hotel,$211,4.2/5,775
19-05-2019,23-05-2019,Queens Hotel,$162,3.7/5,46
19-05-2019,23-05-2019,Sheraton LaGuardia East Hotel,$359,4.0/5,481
19-05-2019,23-05-2019,Holiday Inn Express Laguardia Airport,$162,3.9/5,899
19-05-2019,23-05-2019,Giorgio Hotel,$39,3.9/5,424
19-05-2019,23-05-2019,Wyndham Garden LaGuardia South,$259,4.2/5,607
19-05-2019,23-05-2019,Howard Johnson by Wyndham Long Island City,$195,3.5/5,"1,293"
19-05-2019,23-05-2019,Microtel Inn by Wyndham Long Island City,$199,4.3/5,129
19-05-2019,23-05-2019,Z NYC Hotel,$247,4.0/5,"2,239"
19-05-2019,23-05-2019,Feather Factory,$181,4.1/5,468
19-05-2019,23-05-2019,Holiday Inn - Long Island City - Manhattan View,$267,4.2/5,"1,582"
19-05-2019,23-05-2019,The Local,$49,4.3/5,431
19-05-2019,23-05-2019,Comfort Inn & Suites near Stadium,$174,4.3/5,410
19-05-2019,23-05-2019,Home2 Suites by Hilton NY Long Island City/Manhattan View,$378,4.5/5,841
19-05-2019,24-05-2019,Arlo SoHo,$490,4.4/5,"1,274"
19-05-2019,24-05-2019,LaGuardia Plaza Hotel,$249,4.0/5,"2,139"
19-05-2019,24-05-2019,ibis Styles New York LaGuardia Airport,$209,4.3/5,"1,020"
19-05-2019,24-05-2019,Hotel De Point,$171,4.0/5,395
19-05-2019,24-05-2019,Aloft New York LaGuardia Airport,$253,3.5/5,"2,133"
19-05-2019,24-05-2019,Hampton Inn New York - LaGuardia Airport,$232,4.2/5,"1,287"
19-05-2019,24-05-2019,Crowne Plaza Times Square Manhattan,$363,4.2/5,"9,617"
19-05-2019,24-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$200,3.7/5,"1,182"
19-05-2019,24-05-2019,Marco LaGuardia Hotel,$151,4.1/5,957
19-05-2019,24-05-2019,The Parc Hotel,$173,3.9/5,939
19-05-2019,24-05-2019,John Hotel,$147,4.1/5,622
19-05-2019,24-05-2019,Grandview Hotel New York,$119,4.2/5,323
19-05-2019,24-05-2019,Prince Flushing Hotel,$151,3.5/5,367
19-05-2019,24-05-2019,Flushing Central Hotel,$158,3.6/5,458
19-05-2019,24-05-2019,Ramada by Wyndham Flushing Queens,$148,3.6/5,774
19-05-2019,24-05-2019,The One Boutique Hotel,$159,3.6/5,334
19-05-2019,24-05-2019,The Boro Hotel,$204,4.2/5,775
19-05-2019,24-05-2019,Queens Hotel,$157,3.7/5,46
19-05-2019,24-05-2019,Sheraton LaGuardia East Hotel,$345,4.0/5,481
19-05-2019,24-05-2019,Holiday Inn Express Laguardia Airport,$157,3.9/5,899
19-05-2019,24-05-2019,Giorgio Hotel,$39,3.9/5,424
19-05-2019,24-05-2019,Wyndham Garden LaGuardia South,$259,4.2/5,607
19-05-2019,24-05-2019,Howard Johnson by Wyndham Long Island City,$201,3.5/5,"1,293"
19-05-2019,24-05-2019,Microtel Inn by Wyndham Long Island City,$201,4.3/5,129
19-05-2019,24-05-2019,Z NYC Hotel,$240,4.0/5,"2,239"
19-05-2019,24-05-2019,Feather Factory,$179,4.1/5,468
19-05-2019,24-05-2019,Holiday Inn - Long Island City - Manhattan View,$258,4.2/5,"1,582"
19-05-2019,24-05-2019,Comfort Inn & Suites near Stadium,$178,4.3/5,410
19-05-2019,24-05-2019,Home2 Suites by Hilton NY Long Island City/Manhattan View,$378,4.5/5,841
19-05-2019,24-05-2019,Voyage Hotel,$172,3.9/5,120
20-05-2019,21-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,148"
20-05-2019,21-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
20-05-2019,21-05-2019,Aloft New York LaGuardia Airport,$249,3.5/5,"2,133"
20-05-2019,21-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$210,3.7/5,"1,183"
20-05-2019,21-05-2019,Hotel De Point,$179,4.0/5,397
20-05-2019,21-05-2019,Crowne Plaza JFK Airport New York City,$219,3.7/5,"1,256"
20-05-2019,21-05-2019,Hampton Inn New York - LaGuardia Airport,$246,4.2/5,"1,288"
20-05-2019,21-05-2019,Marco LaGuardia Hotel,$154,4.1/5,958
20-05-2019,21-05-2019,John Hotel,$155,4.1/5,623
20-05-2019,21-05-2019,The Parc Hotel,$169,3.9/5,941
20-05-2019,21-05-2019,Grandview Hotel New York,$150,4.2/5,323
20-05-2019,21-05-2019,Prince Flushing Hotel,$135,3.5/5,367
20-05-2019,21-05-2019,Flushing Central Hotel,$143,3.6/5,458
20-05-2019,21-05-2019,The One Boutique Hotel,$199,3.6/5,335
20-05-2019,21-05-2019,Ramada by Wyndham Flushing Queens,$166,3.6/5,774
20-05-2019,21-05-2019,Queens Hotel,$139,3.7/5,46
20-05-2019,21-05-2019,Lic Plaza Hotel,$139,4.2/5,22
20-05-2019,21-05-2019,Sheraton LaGuardia East Hotel,$399,4.0/5,482
20-05-2019,21-05-2019,Holiday Inn Express Laguardia Airport,$189,3.9/5,899
20-05-2019,21-05-2019,The Paper Factory Hotel,$229,4.2/5,"1,593"
20-05-2019,21-05-2019,Wyndham Garden LaGuardia South,$219,4.2/5,608
20-05-2019,21-05-2019,Giorgio Hotel,$39,3.9/5,425
20-05-2019,21-05-2019,Howard Johnson by Wyndham Long Island City,$161,3.5/5,"1,294"
20-05-2019,21-05-2019,Best Western Plus Plaza Hotel,$195,4.0/5,"2,937"
20-05-2019,21-05-2019,Microtel Inn by Wyndham Long Island City,$194,4.3/5,131
20-05-2019,21-05-2019,Opera House Hotel,$169,4.5/5,"2,124"
20-05-2019,21-05-2019,Feather Factory,$183,4.1/5,471
20-05-2019,21-05-2019,The Westin Jersey City Newport,$399,4.5/5,"1,777"
20-05-2019,21-05-2019,Moxy NYC Chelsea,$469,4.4/5,124
20-05-2019,22-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,148"
20-05-2019,22-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
20-05-2019,22-05-2019,Hotel De Point,$179,4.0/5,397
20-05-2019,22-05-2019,Marco LaGuardia Hotel,$164,4.1/5,958
20-05-2019,22-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$215,3.7/5,"1,183"
20-05-2019,22-05-2019,Crowne Plaza JFK Airport New York City,$224,3.7/5,"1,256"
20-05-2019,22-05-2019,Hampton Inn New York - LaGuardia Airport,$246,4.2/5,"1,288"
20-05-2019,22-05-2019,John Hotel,$249,4.1/5,623
20-05-2019,22-05-2019,The Parc Hotel,$219,3.9/5,941
20-05-2019,22-05-2019,Grandview Hotel New York,$130,4.2/5,323
20-05-2019,22-05-2019,Prince Flushing Hotel,$140,3.5/5,367
20-05-2019,22-05-2019,Flushing Central Hotel,$143,3.6/5,458
20-05-2019,22-05-2019,The One Boutique Hotel,$199,3.6/5,335
20-05-2019,22-05-2019,Ramada by Wyndham Flushing Queens,$180,3.6/5,774
20-05-2019,22-05-2019,Lic Plaza Hotel,$159,4.2/5,22
20-05-2019,22-05-2019,The Paper Factory Hotel,$264,4.2/5,"1,593"
20-05-2019,22-05-2019,Queens Hotel,$169,3.7/5,46
20-05-2019,22-05-2019,Wyndham Garden LaGuardia South,$219,4.2/5,608
20-05-2019,22-05-2019,Howard Johnson by Wyndham Long Island City,$201,3.5/5,"1,294"
20-05-2019,22-05-2019,Microtel Inn by Wyndham Long Island City,$199,4.3/5,131
20-05-2019,22-05-2019,Giorgio Hotel,$39,3.9/5,425
20-05-2019,22-05-2019,Z NYC Hotel,$352,4.0/5,"2,239"
20-05-2019,22-05-2019,Feather Factory,$210,4.1/5,471
20-05-2019,22-05-2019,The Box House Hotel,$348,4.6/5,"1,222"
20-05-2019,22-05-2019,The Local,$47,4.3/5,431
20-05-2019,22-05-2019,Hotel Wales,$350,4.0/5,"1,051"
20-05-2019,22-05-2019,Comfort Inn & Suites near Stadium,$177,4.3/5,413
20-05-2019,22-05-2019,Moxy NYC Chelsea,$609,4.4/5,124
20-05-2019,22-05-2019,Holiday Inn - Long Island City - Manhattan View,$314,4.2/5,"1,584"
20-05-2019,23-05-2019,Crowne Plaza JFK Airport New York City,$259,3.7/5,"1,256"
20-05-2019,23-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,148"
20-05-2019,23-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
20-05-2019,23-05-2019,Hotel De Point,$179,4.0/5,397
20-05-2019,23-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$210,3.7/5,"1,183"
20-05-2019,23-05-2019,Hampton Inn New York - LaGuardia Airport,$246,4.2/5,"1,288"
20-05-2019,23-05-2019,Marco LaGuardia Hotel,$167,4.1/5,958
20-05-2019,23-05-2019,The Parc Hotel,$183,3.9/5,941
20-05-2019,23-05-2019,Grandview Hotel New York,$122,4.2/5,323
20-05-2019,23-05-2019,John Hotel,$249,4.1/5,623
20-05-2019,23-05-2019,Prince Flushing Hotel,$142,3.5/5,367
20-05-2019,23-05-2019,Flushing Central Hotel,$161,3.6/5,458
20-05-2019,23-05-2019,The One Boutique Hotel,$179,3.6/5,335
20-05-2019,23-05-2019,Ramada by Wyndham Flushing Queens,$180,3.6/5,774
20-05-2019,23-05-2019,The Paper Factory Hotel,$209,4.2/5,"1,593"
20-05-2019,23-05-2019,Lic Plaza Hotel,$179,4.2/5,22
20-05-2019,23-05-2019,Queens Hotel,$169,3.7/5,46
20-05-2019,23-05-2019,Howard Johnson by Wyndham Long Island City,$201,3.5/5,"1,294"
20-05-2019,23-05-2019,Microtel Inn by Wyndham Long Island City,$199,4.3/5,131
20-05-2019,23-05-2019,Giorgio Hotel,$39,3.9/5,425
20-05-2019,23-05-2019,Z NYC Hotel,$330,4.0/5,"2,239"
20-05-2019,23-05-2019,Feather Factory,$201,4.1/5,471
20-05-2019,23-05-2019,Comfort Inn & Suites near Stadium,$182,4.3/5,413
20-05-2019,23-05-2019,Holiday Inn - Long Island City - Manhattan View,$309,4.2/5,"1,584"
20-05-2019,23-05-2019,The Box House Hotel,$339,4.6/5,"1,222"
20-05-2019,23-05-2019,The Surrey,$732,4.6/5,983
20-05-2019,23-05-2019,Nesva Hotel,$219,4.3/5,371
20-05-2019,23-05-2019,The Westin Jersey City Newport,$499,4.5/5,"1,777"
20-05-2019,23-05-2019,Moxy NYC Chelsea,$562,4.4/5,124
20-05-2019,24-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,148"
20-05-2019,24-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
20-05-2019,24-05-2019,Hotel De Point,$179,4.0/5,397
20-05-2019,24-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$205,3.7/5,"1,183"
20-05-2019,24-05-2019,Hampton Inn New York - LaGuardia Airport,$246,4.2/5,"1,288"
20-05-2019,24-05-2019,Crowne Plaza JFK Airport New York City,$252,3.7/5,"1,256"
20-05-2019,24-05-2019,Marco LaGuardia Hotel,$169,4.1/5,958
20-05-2019,24-05-2019,The Parc Hotel,$178,3.9/5,941
20-05-2019,24-05-2019,Grandview Hotel New York,$115,4.2/5,323
20-05-2019,24-05-2019,John Hotel,$249,4.1/5,623
20-05-2019,24-05-2019,Prince Flushing Hotel,$143,3.5/5,367
20-05-2019,24-05-2019,Flushing Central Hotel,$161,3.6/5,458
20-05-2019,24-05-2019,The One Boutique Hotel,$177,3.6/5,335
20-05-2019,24-05-2019,Ramada by Wyndham Flushing Queens,$180,3.6/5,774
20-05-2019,24-05-2019,The Paper Factory Hotel,$197,4.2/5,"1,593"
20-05-2019,24-05-2019,Queens Hotel,$169,3.7/5,46
20-05-2019,24-05-2019,Lic Plaza Hotel,$174,4.2/5,22
20-05-2019,24-05-2019,Giorgio Hotel,$39,3.9/5,425
20-05-2019,24-05-2019,Howard Johnson by Wyndham Long Island City,$201,3.5/5,"1,294"
20-05-2019,24-05-2019,Microtel Inn by Wyndham Long Island City,$202,4.3/5,131
20-05-2019,24-05-2019,Feather Factory,$197,4.1/5,471
20-05-2019,24-05-2019,Z NYC Hotel,$304,4.0/5,"2,239"
20-05-2019,24-05-2019,Holiday Inn - Long Island City - Manhattan View,$292,4.2/5,"1,584"
20-05-2019,24-05-2019,Comfort Inn & Suites near Stadium,$185,4.3/5,413
20-05-2019,24-05-2019,The Surrey,$595,4.6/5,983
20-05-2019,24-05-2019,Nesva Hotel,$218,4.3/5,371
20-05-2019,24-05-2019,The Box House Hotel,$339,4.6/5,"1,222"
20-05-2019,24-05-2019,The Westin Jersey City Newport,$398,4.5/5,"1,777"
20-05-2019,24-05-2019,Moxy NYC Chelsea,$479,4.4/5,124
20-05-2019,25-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,148"
20-05-2019,25-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
20-05-2019,25-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$198,3.7/5,"1,183"
20-05-2019,25-05-2019,Hampton Inn New York - LaGuardia Airport,$234,4.2/5,"1,288"
20-05-2019,25-05-2019,Hotel De Point,$186,4.0/5,397
20-05-2019,25-05-2019,Marco LaGuardia Hotel,$172,4.1/5,958
20-05-2019,25-05-2019,The Parc Hotel,$175,3.9/5,941
20-05-2019,25-05-2019,Grandview Hotel New York,$119,4.2/5,323
20-05-2019,25-05-2019,John Hotel,$249,4.1/5,623
20-05-2019,25-05-2019,Ramada by Wyndham Flushing Queens,$168,3.6/5,774
20-05-2019,25-05-2019,Prince Flushing Hotel,$145,3.5/5,367
20-05-2019,25-05-2019,Flushing Central Hotel,$161,3.6/5,458
20-05-2019,25-05-2019,Queens Hotel,$175,3.7/5,46
20-05-2019,25-05-2019,The One Boutique Hotel,$167,3.6/5,335
20-05-2019,25-05-2019,The Paper Factory Hotel,$193,4.2/5,"1,593"
20-05-2019,25-05-2019,Lic Plaza Hotel,$173,4.2/5,22
20-05-2019,25-05-2019,Giorgio Hotel,$39,3.9/5,425
20-05-2019,25-05-2019,Microtel Inn by Wyndham Long Island City,$201,4.3/5,131
20-05-2019,25-05-2019,Howard Johnson by Wyndham Long Island City,$201,3.5/5,"1,294"
20-05-2019,25-05-2019,Holiday Inn - Long Island City - Manhattan View,$279,4.2/5,"1,584"
20-05-2019,25-05-2019,Nesva Hotel,$217,4.3/5,371
20-05-2019,25-05-2019,Comfort Inn & Suites near Stadium,$192,4.3/5,413
20-05-2019,25-05-2019,Feather Factory,$199,4.1/5,471
20-05-2019,25-05-2019,Z NYC Hotel,$299,4.0/5,"2,239"
20-05-2019,25-05-2019,Four Points by Sheraton Long Island City Queensboro Bridge,$352,4.1/5,"1,167"
20-05-2019,25-05-2019,Ramada by Wyndham Bronx Terminal,$138,4.9/5,14
20-05-2019,25-05-2019,Ravel Hotel Trademark Collection by Wyndham,$389,3.7/5,"1,762"
20-05-2019,25-05-2019,The Surrey,$561,4.6/5,983
20-05-2019,25-05-2019,Holiday Inn Express-Bronx,$193,4.1/5,153
21-05-2019,22-05-2019,Crowne Plaza JFK Airport New York City,$249,3.7/5,"1,261"
21-05-2019,22-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,156"
21-05-2019,22-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
21-05-2019,22-05-2019,Hotel De Point,$129,4.0/5,397
21-05-2019,22-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$220,3.7/5,"1,184"
21-05-2019,22-05-2019,Hampton Inn New York - LaGuardia Airport,$298,4.2/5,"1,290"
21-05-2019,22-05-2019,Hilton New York JFK Airport,$299,3.8/5,"1,545"
21-05-2019,22-05-2019,Marco LaGuardia Hotel,$189,4.1/5,959
21-05-2019,22-05-2019,Asiatic Hotel by LaGuardia Airport,$154,4.0/5,921
21-05-2019,22-05-2019,John Hotel,$169,4.1/5,624
21-05-2019,22-05-2019,The Parc Hotel,$189,3.9/5,941
21-05-2019,22-05-2019,Grandview Hotel New York,$145,4.2/5,323
21-05-2019,22-05-2019,Prince Flushing Hotel,$145,3.5/5,368
21-05-2019,22-05-2019,Flushing Central Hotel,$143,3.6/5,458
21-05-2019,22-05-2019,Hyatt Place Flushing/LaGuardia Airport,$229,4.2/5,829
21-05-2019,22-05-2019,The One Boutique Hotel,$199,3.6/5,336
21-05-2019,22-05-2019,Holiday Inn LaGuardia Airport,$209,3.8/5,"1,062"
21-05-2019,22-05-2019,Ramada by Wyndham Flushing Queens,$166,3.6/5,779
21-05-2019,22-05-2019,Queens Hotel,$199,3.7/5,46
21-05-2019,22-05-2019,The Paper Factory Hotel,$329,4.2/5,"1,593"
21-05-2019,23-05-2019,Crowne Plaza JFK Airport New York City,$289,3.7/5,"1,261"
21-05-2019,23-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,156"
21-05-2019,23-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
21-05-2019,23-05-2019,Hampton Inn New York - LaGuardia Airport,$277,4.2/5,"1,290"
21-05-2019,23-05-2019,Comfort Inn LaGuardia Airport - 83rd St,$220,3.7/5,"1,184"
21-05-2019,23-05-2019,Hotel De Point,$129,4.0/5,397
21-05-2019,23-05-2019,Hilton New York JFK Airport,$277,3.8/5,"1,545"
21-05-2019,23-05-2019,Marco LaGuardia Hotel,$184,4.1/5,959
21-05-2019,23-05-2019,John Hotel,$249,4.1/5,624
21-05-2019,23-05-2019,Grandview Hotel New York,$124,4.2/5,323
21-05-2019,23-05-2019,The Parc Hotel,$179,3.9/5,941
21-05-2019,23-05-2019,Prince Flushing Hotel,$145,3.5/5,368
21-05-2019,23-05-2019,Flushing Central Hotel,$152,3.6/5,458
21-05-2019,23-05-2019,Holiday Inn LaGuardia Airport,$209,3.8/5,"1,062"
21-05-2019,23-05-2019,Hyatt Place Flushing/LaGuardia Airport,$289,4.2/5,829
21-05-2019,23-05-2019,Ramada by Wyndham Flushing Queens,$144,3.6/5,779
21-05-2019,23-05-2019,The One Boutique Hotel,$219,3.6/5,336
21-05-2019,23-05-2019,Queens Hotel,$199,3.7/5,46
21-05-2019,23-05-2019,The Paper Factory Hotel,$264,4.2/5,"1,593"
21-05-2019,23-05-2019,Giorgio Hotel,$39,3.9/5,425
21-05-2019,24-05-2019,Crowne Plaza Times Square Manhattan,$372,4.2/5,"9,627"
21-05-2019,24-05-2019,LaGuardia Plaza Hotel,$199,4.0/5,"2,156"
21-05-2019,24-05-2019,ibis Styles New York LaGuardia Airport,$219,4.3/5,"1,021"
21-05-2019,24-05-2019,Hotel De Point,$129,4.0/5,397
21-05-2019,24-05-2019,Hampton Inn New York - LaGuardia Airport,$298,4.2/5,"1,290"
