Check-In Date,Check-Out Date,Hotel Name,Price($),Rating,Number of Reviews
16-05-2019,21-05-2019,Heritage Hotel New York City,997,7.3/10,"3,062"
16-05-2019,21-05-2019,The Redbury New York,"1,155",8.1/10,"3,013"
16-05-2019,21-05-2019,Cambria Hotel New York - Times Square,"1,449",8.7/10,"3,917"
16-05-2019,21-05-2019,The Gatsby Hotel,"1,095",7.8/10,345
16-05-2019,21-05-2019,"Park South, a Joie de Vivre Hotel","1,795",8.7/10,916
16-05-2019,21-05-2019,Westgate New York Grand Central,"1,488",7.6/10,"1,615"
16-05-2019,21-05-2019,Crowne Plaza Times Square,"1,455",8.2/10,"7,133"
16-05-2019,21-05-2019,Sheraton Tribeca New York Hotel,"1,415",8.1/10,"2,536"
16-05-2019,21-05-2019,Homewood Suites Midtown Manhattan Times Square South,"2,364",8.9/10,"1,997"
16-05-2019,21-05-2019,"LIFE Hotel, NoMad","1,088",8.1/10,"1,703"
16-05-2019,21-05-2019,The Hotel @ Fifth Avenue,"1,052",8.0/10,"6,992"
16-05-2019,21-05-2019,Hilton Times Square,"1,695",8.4/10,"1,854"
16-05-2019,21-05-2019,Hyatt House New York/Chelsea,"2,195",8.8/10,"2,446"
16-05-2019,21-05-2019,City Club Hotel,"1,955",8.3/10,"1,111"
16-05-2019,21-05-2019,Hampton Inn Madison Square Garden,"1,595",8.7/10,"1,216"
16-05-2019,21-05-2019,The Gallivant Times Square,"1,522",7.3/10,"5,840"
16-05-2019,21-05-2019,Sofitel New York,"1,865",8.6/10,"1,225"
16-05-2019,21-05-2019,Hyatt Place New York/Midtown-South,"2,295",8.6/10,"3,670"
16-05-2019,21-05-2019,Staybridge Suites - Times Square - New York City,"1,007",8.1/10,"3,263"
16-05-2019,21-05-2019,"The New Yorker, A Wyndham Hotel","1,346",7.9/10,"8,346"
16-05-2019,21-05-2019,Bentley Hotel,"1,499",7.9/10,"1,870"
16-05-2019,21-05-2019,World Center Hotel,"1,173",8.6/10,"3,497"
16-05-2019,21-05-2019,Hampton Inn Manhattan Chelsea,"1,183",8.5/10,822
16-05-2019,21-05-2019,Eurostars Wall Street,"1,212",8.1/10,902
16-05-2019,21-05-2019,"The Lexington Hotel, Autograph Collection","1,915",8.1/10,"2,197"
16-05-2019,21-05-2019,"The Standard, High Line New York","2,295",8.3/10,"3,074"
16-05-2019,21-05-2019,Westin New York at Times Square,"1,685",8.0/10,"1,259"
16-05-2019,21-05-2019,Days Hotel by Wyndham on Broadway NYC,803,6.6/10,"4,965"
16-05-2019,21-05-2019,Fairfield Inn by Marriott New York Manhattan/Financial District,"1,033",8.3/10,"2,892"
16-05-2019,21-05-2019,The Jewel Facing Rockefeller Center,"1,583",8.7/10,"1,239"
16-05-2019,21-05-2019,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,"1,735",8.6/10,928
16-05-2019,21-05-2019,Trump International New York,"2,991",8.9/10,906
16-05-2019,21-05-2019,The Standard - East Village,"2,070",8.8/10,832
16-05-2019,21-05-2019,Hyatt Union Square New York,"2,145",8.7/10,497
16-05-2019,21-05-2019,"Distrikt Hotel New York City, Tapestry Collection by Hilton","1,269",8.2/10,"1,492"
16-05-2019,21-05-2019,Night Hotel Times Square,"1,047",7.5/10,"2,332"
16-05-2019,21-05-2019,Embassy Suites By Hilton New York Midtown Manhattan,"1,794",8.3/10,655
16-05-2019,21-05-2019,Washington Jefferson at Times Square,931,7.7/10,"1,721"
16-05-2019,21-05-2019,Courtyard by Marriott New York Manhattan/Herald Square,"1,935",8.6/10,721
16-05-2019,21-05-2019,DoubleTree by Hilton Metropolitan New York City,"1,495",7.7/10,"3,486"
16-05-2019,21-05-2019,Room Mate Grace Boutique Hotel,"1,390",8.7/10,"1,934"
16-05-2019,21-05-2019,Conrad New York,"2,065",9.1/10,937
16-05-2019,21-05-2019,Courtyard by Marriott New York Downtown Manhattan/World Trade Center Area,"1,149",8.5/10,"1,975"
16-05-2019,21-05-2019,Wellington Hotel,"1,084",7.8/10,"6,639"
16-05-2019,21-05-2019,Holiday Inn New York City - Times Square,"1,556",8.3/10,861
16-05-2019,21-05-2019,1 Hotel Central Park,"2,465",8.9/10,"1,271"
16-05-2019,21-05-2019,Crowne Plaza HY36 Midtown Manhattan,"1,695",8.7/10,688
16-05-2019,21-05-2019,Holiday Inn Express New York City Chelsea,"1,381",8.2/10,"2,283"
16-05-2019,21-05-2019,Park Terrace Hotel on Bryant Park,"1,785",9.0/10,119
16-05-2019,21-05-2019,Pod Times Square,897,8.6/10,"11,497"
16-05-2019,21-05-2019,The Belvedere Hotel,"1,265",8.5/10,10
16-05-2019,21-05-2019,The Kimpton Muse Hotel,"1,835",8.8/10,713
16-05-2019,21-05-2019,EVEN Hotel New York - Midtown East 44th,"1,184",8.6/10,"1,641"
16-05-2019,21-05-2019,Freehand New York,"1,249",8.8/10,"1,165"
16-05-2019,21-05-2019,Gramercy Park Hotel,"2,138",8.3/10,323
16-05-2019,21-05-2019,Club Quarters Hotel World Trade Center,"1,515",8.6/10,"1,285"
16-05-2019,21-05-2019,Hilton New York Fashion District,"2,295",8.2/10,"1,322"
16-05-2019,21-05-2019,Hotel Indigo Lower East Side,"1,621",8.6/10,"1,149"
16-05-2019,21-05-2019,The Time New York,"1,441",8.2/10,"1,980"
16-05-2019,21-05-2019,Hampton Inn Times Square Central,"1,225",8.9/10,"2,228"
16-05-2019,21-05-2019,"The Bernic Hotel New York City,Tapestry Collection by Hilton","1,365",8.6/10,"1,642"
16-05-2019,21-05-2019,Holiday Inn Express - Times Square,"1,165",7.8/10,"2,187"
16-05-2019,21-05-2019,Mondrian Park Avenue,"1,703",8.4/10,558
16-05-2019,21-05-2019,The Iroquois New York,"1,615",8.9/10,616
16-05-2019,21-05-2019,Times Square EDITION,"1,829",9.4/10,15
16-05-2019,21-05-2019,11 Howard,"1,633",8.3/10,696
16-05-2019,21-05-2019,Shelburne Hotel & Suites by Affinia,"1,062",8.1/10,591
16-05-2019,21-05-2019,Loews Regency New York Hotel,"2,520",8.8/10,474
16-05-2019,21-05-2019,Mr C Seaport,"2,356",8.9/10,106
16-05-2019,21-05-2019,Candlewood Suites NYC -Times Square,992,8.1/10,"2,424"
16-05-2019,21-05-2019,The Bowery House,415,6.5/10,"2,497"
16-05-2019,21-05-2019,Chelsea Cabins,430,7.4/10,"3,147"
16-05-2019,21-05-2019,The Mark New York,"11,415",9.0/10,259
16-05-2019,21-05-2019,Pod 51,"1,268",8.0/10,"7,540"
16-05-2019,21-05-2019,The Mercer,"5,290",9.0/10,240
16-05-2019,21-05-2019,Colonial House Inn,893,8.3/10,422
16-05-2019,21-05-2019,Hilton Garden Inn New York/Tribeca,"1,602",8.3/10,657
16-05-2019,21-05-2019,West Side YMCA,596,7.3/10,"6,321"
16-05-2019,21-05-2019,Travel Inn - Midtown Manhattan,"1,150",7.8/10,"1,659"
16-05-2019,21-05-2019,Broadway Hotel & Hostel,989,7.0/10,"3,334"
16-05-2019,21-05-2019,Duane Street Hotel Tribeca,"1,657",8.6/10,320
16-05-2019,21-05-2019,Jazz on the Park Youth Hostel,235,6.5/10,"2,076"
16-05-2019,21-05-2019,Canal Loft Hostel & Hotel,265,7.7/10,762
16-05-2019,21-05-2019,Renaissance New York Hotel 57,"1,565",7.9/10,669
16-05-2019,21-05-2019,NobleDEN Hotel,"2,047",9.1/10,974
17-05-2019,18-05-2019,Courtyard by Marriott New York Manhattan/Central Park,199,8.2/10,"5,961"
17-05-2019,18-05-2019,Residence Inn by Marriott New York Manhattan/Central Park,424,8.3/10,"1,978"
17-05-2019,18-05-2019,Flatiron Hotel,209,7.1/10,565
17-05-2019,18-05-2019,Broadway Plaza Hotel,249,8.5/10,639
17-05-2019,18-05-2019,Iberostar 70 Park Avenue,279,8.4/10,"1,596"
17-05-2019,18-05-2019,Hyatt Herald Square New York,329,8.3/10,"1,679"
17-05-2019,18-05-2019,Sofitel New York,207,8.6/10,"1,221"
17-05-2019,18-05-2019,The Gatsby Hotel,259,7.8/10,345
17-05-2019,18-05-2019,Fairfield Inn by Marriott New York Manhattan/Financial District,229,8.3/10,"2,884"
17-05-2019,18-05-2019,Ace Hotel New York,199,8.4/10,"1,564"
17-05-2019,18-05-2019,The Hotel @ New York City,174,7.7/10,"3,881"
17-05-2019,18-05-2019,SoHo 54,161,7.9/10,741
17-05-2019,18-05-2019,The Redbury New York,139,8.1/10,"3,011"
17-05-2019,18-05-2019,Grand Hyatt New York,179,7.7/10,"4,766"
17-05-2019,18-05-2019,Homewood Suites Midtown Manhattan Times Square South,287,8.9/10,"1,997"
17-05-2019,18-05-2019,Bentley Hotel,296,7.9/10,"1,866"
17-05-2019,18-05-2019,Westin New York at Times Square,359,8.0/10,"1,255"
17-05-2019,18-05-2019,The Manhattan Club,529,8.5/10,"1,023"
17-05-2019,18-05-2019,Hilton Garden Inn New York Manhattan Midtown East,179,8.5/10,955
17-05-2019,18-05-2019,Warwick New York,300,8.3/10,"4,190"
17-05-2019,18-05-2019,Cassa Hotel NY 45th Street,239,8.7/10,"1,729"
17-05-2019,18-05-2019,Fairfield Inn & Suites by Marriott New York Downtown Manhattan/World Trade Center Area,239,8.8/10,"1,417"
17-05-2019,18-05-2019,Seton Hotel,210,8.5/10,"1,562"
17-05-2019,18-05-2019,Best Western Premier Herald Square,180,8.6/10,"1,277"
17-05-2019,18-05-2019,Hotel 50 Bowery,329,9.1/10,"2,486"
17-05-2019,18-05-2019,"The Paul Hotel NYC-Chelsea, an Ascend Hotel Collection Member",249,7.9/10,"1,280"
17-05-2019,18-05-2019,Courtyard by Marriott Times Square West,179,8.7/10,"2,009"
17-05-2019,18-05-2019,Hampton Inn Manhattan - Times Square South,183,8.4/10,"1,464"
17-05-2019,18-05-2019,Lord & Moris - Times Square Hotel,269,7.7/10,787
17-05-2019,18-05-2019,Hotel Edison Times Square,188,7.6/10,"12,366"
17-05-2019,18-05-2019,Novotel New York Times Square,209,8.4/10,"3,002"
17-05-2019,18-05-2019,Hampton Inn Manhattan Chelsea,229,8.5/10,819
17-05-2019,18-05-2019,Hotel Boutique at Grand Central,269,8.7/10,"2,047"
17-05-2019,18-05-2019,W New York - Times Square,265,7.9/10,"1,730"
17-05-2019,18-05-2019,Heritage Hotel New York City,190,7.2/10,"3,061"
17-05-2019,18-05-2019,U Hotel Fifth Avenue,229,8.3/10,"1,520"
17-05-2019,18-05-2019,Orchard Street Hotel,279,8.2/10,"1,176"
17-05-2019,18-05-2019,Holiday Inn New York City - Times Square,224,8.3/10,864
17-05-2019,18-05-2019,New York Marriott Marquis,459,8.2/10,"2,249"
17-05-2019,18-05-2019,MOXY NYC Times Square,199,8.5/10,"5,831"
17-05-2019,18-05-2019,The Roxy Hotel Tribeca,254,8.9/10,"1,223"
17-05-2019,18-05-2019,Courtyard by Marriott New York Downtown Manhattan/World Trade Center Area,217,8.5/10,"1,969"
17-05-2019,18-05-2019,Residence Inn by Marriott New York Manhattan/Times Square,259,8.3/10,"3,887"
17-05-2019,18-05-2019,Empire Hotel,263,7.6/10,"3,700"
17-05-2019,18-05-2019,Carvi Hotel New York,199,8.5/10,"1,145"
17-05-2019,18-05-2019,"The Pierre, A Taj Hotel, New York",595,8.9/10,414
17-05-2019,18-05-2019,Hyatt Centric Times Square New York,299,8.6/10,"4,262"
17-05-2019,18-05-2019,"The New Yorker, A Wyndham Hotel",169,7.9/10,"8,334"
17-05-2019,18-05-2019,Sohotel,269,8.4/10,"1,911"
17-05-2019,18-05-2019,Hotel Belleclaire,287,7.9/10,"3,223"
17-05-2019,19-05-2019,Hotel Pennsylvania,500,5.6/10,"40,877"
17-05-2019,19-05-2019,The Jewel Facing Rockefeller Center,678,8.7/10,"1,237"
17-05-2019,19-05-2019,Soho Grand Hotel,673,8.5/10,"1,581"
17-05-2019,19-05-2019,Westgate New York Grand Central,677,7.6/10,"1,615"
17-05-2019,19-05-2019,DoubleTree by Hilton NYC - Financial District,518,7.9/10,"3,102"
17-05-2019,19-05-2019,"Martinique New York on Broadway, Curio Collection by Hilton",538,8.3/10,"7,934"
17-05-2019,19-05-2019,New York Hilton Midtown,462,7.9/10,"3,772"
17-05-2019,19-05-2019,"The Standard, High Line New York",740,8.3/10,"3,071"
17-05-2019,19-05-2019,Hyatt Place New York/Midtown-South,958,8.6/10,"3,664"
17-05-2019,19-05-2019,Cambria Hotel New York - Times Square,628,8.7/10,"3,914"
17-05-2019,19-05-2019,citizenM New York Times Square,623,9.2/10,"5,251"
17-05-2019,19-05-2019,Eurostars Wall Street,499,8.1/10,903
17-05-2019,19-05-2019,The Watson Hotel,546,7.8/10,"12,378"
17-05-2019,19-05-2019,Crowne Plaza Times Square,578,8.2/10,"7,117"
17-05-2019,19-05-2019,Holiday Inn Express - Times Square,483,7.8/10,"2,185"
17-05-2019,19-05-2019,Cambria Hotel New York - Chelsea,658,8.8/10,"1,407"
17-05-2019,19-05-2019,Millennium Times Square New York,486,7.7/10,"3,575"
17-05-2019,19-05-2019,Hilton Times Square,798,8.4/10,"1,849"
17-05-2019,19-05-2019,The Hotel at Times Square,473,7.9/10,"7,840"
17-05-2019,19-05-2019,Homewood Suites Midtown Manhattan Times Square South,658,8.9/10,"1,997"
17-05-2019,19-05-2019,The Standard - East Village,670,8.8/10,832
17-05-2019,19-05-2019,Hampton Inn Madison Square Garden,658,8.7/10,"1,213"
17-05-2019,19-05-2019,The Hotel @ New York City,488,7.7/10,"3,881"
17-05-2019,19-05-2019,Holiday Inn Express - Times Square South,638,8.3/10,"2,362"
17-05-2019,19-05-2019,DoubleTree by Hilton New York Times Square South,664,7.4/10,"1,297"
17-05-2019,19-05-2019,"The Lexington Hotel, Autograph Collection",650,8.1/10,"2,190"
17-05-2019,19-05-2019,The Redbury New York,368,8.1/10,"3,012"
17-05-2019,19-05-2019,The Allen Hotel,659,8.5/10,986
17-05-2019,19-05-2019,The Dominick Hotel,900,8.6/10,"1,259"
17-05-2019,19-05-2019,Night Hotel Times Square,412,7.5/10,"2,326"
17-05-2019,19-05-2019,"Park South, a Joie de Vivre Hotel",518,8.7/10,916
17-05-2019,19-05-2019,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,484,8.6/10,926
17-05-2019,19-05-2019,Days Hotel by Wyndham on Broadway NYC,426,6.6/10,"4,956"
17-05-2019,19-05-2019,SoHo 54,403,7.9/10,741
17-05-2019,19-05-2019,"LIFE Hotel, NoMad",508,8.1/10,"1,700"
17-05-2019,19-05-2019,"Hotel Shocard, New York",568,8.3/10,"1,682"
17-05-2019,19-05-2019,"Hudson New York, Central Park",458,7.1/10,"11,764"
17-05-2019,19-05-2019,Hilton Garden Inn New York Times Square South,574,8.7/10,"1,992"
17-05-2019,19-05-2019,Courtyard by Marriott New York Manhattan/Chelsea,818,8.6/10,916
17-05-2019,19-05-2019,Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,688,8.4/10,"1,271"
17-05-2019,19-05-2019,Courtyard by Marriott New York Manhattan/Central Park,598,8.2/10,"5,961"
17-05-2019,19-05-2019,Flatiron Hotel,558,7.1/10,565
17-05-2019,19-05-2019,Iberostar 70 Park Avenue,688,8.4/10,"1,596"
17-05-2019,19-05-2019,The Gatsby Hotel,513,7.8/10,345
17-05-2019,19-05-2019,Fairfield Inn by Marriott New York Manhattan/Financial District,498,8.3/10,"2,884"
17-05-2019,19-05-2019,Bentley Hotel,592,7.9/10,"1,866"
17-05-2019,19-05-2019,Westin New York at Times Square,638,8.0/10,"1,255"
17-05-2019,19-05-2019,Pod 39,468,8.2/10,"7,007"
17-05-2019,19-05-2019,Hilton Garden Inn New York Manhattan Midtown East,518,8.5/10,955
17-05-2019,19-05-2019,Fairfield Inn & Suites by Marriott New York Downtown Manhattan/World Trade Center Area,538,8.8/10,"1,417"
17-05-2019,19-05-2019,Hampton Inn Manhattan - Times Square South,550,8.4/10,"1,464"
17-05-2019,19-05-2019,Hampton Inn Manhattan Chelsea,578,8.5/10,819
17-05-2019,19-05-2019,U Hotel Fifth Avenue,528,8.3/10,"1,520"
17-05-2019,19-05-2019,Hotel 48LEX New York,688,8.4/10,896
17-05-2019,19-05-2019,Bowery Grand Hotel,98,5.0/10,"2,191"
17-05-2019,19-05-2019,Aliz Hotel Times Square,623,8.5/10,"1,404"
17-05-2019,19-05-2019,Blue Moon Boutique Hostel & Hotel,138,7.7/10,"1,604"
17-05-2019,19-05-2019,AC Hotel by Marriott New York Times Square,958,8.9/10,167
17-05-2019,19-05-2019,InterContinental New York Times Square,840,8.0/10,"2,987"
17-05-2019,19-05-2019,Courtyard by Marriott New York Manhattan/ Fifth Avenue,718,8.0/10,273
17-05-2019,19-05-2019,The Time New York,648,8.2/10,"1,974"
17-05-2019,19-05-2019,Canal Loft Hostel & Hotel,118,7.7/10,763
17-05-2019,19-05-2019,Hotel Indigo Lower East Side,604,8.6/10,"1,143"
17-05-2019,19-05-2019,Ace Hotel New York,470,8.4/10,"1,564"
17-05-2019,19-05-2019,Hotel Wolcott,580,8.0/10,"1,353"
17-05-2019,19-05-2019,Artezen Hotel,598,9.6/10,42
17-05-2019,19-05-2019,citizenM New York Bowery,803,9.3/10,"1,012"
17-05-2019,19-05-2019,Wyndham Garden Chinatown,486,8.0/10,356
17-05-2019,19-05-2019,Sister City New York,602,8.9/10,36
17-05-2019,19-05-2019,Parker New York,746,7.8/10,596
17-05-2019,19-05-2019,West Side YMCA,319,7.3/10,"6,328"
17-05-2019,19-05-2019,Freehand New York,638,8.8/10,"1,165"
17-05-2019,19-05-2019,MOXY NYC Times Square,528,8.5/10,"5,831"
17-05-2019,19-05-2019,Executive Hotel Le Soleil New York,588,8.5/10,"2,650"
17-05-2019,19-05-2019,The William,"1,242",8.8/10,601
17-05-2019,19-05-2019,Arthouse Hotel,"1,110",8.3/10,"1,006"
17-05-2019,19-05-2019,"The Renwick Hotel New York City, Curio Collection by Hilton",423,8.6/10,538
17-05-2019,19-05-2019,138 Bowery,648,7.4/10,25
17-05-2019,19-05-2019,Hotel Hugo,683,8.1/10,"1,087"
17-05-2019,19-05-2019,Dream Downtown,570,7.7/10,"1,535"
17-05-2019,19-05-2019,New York Marriott East Side,528,7.7/10,222
17-05-2019,19-05-2019,Sixty LES,735,8.1/10,976
17-05-2019,19-05-2019,Grand Hyatt New York,430,7.7/10,"4,766"
17-05-2019,19-05-2019,Renaissance New York Hotel 57,638,8.0/10,669
17-05-2019,19-05-2019,Dylan Hotel NYC,538,8.0/10,"1,261"
17-05-2019,19-05-2019,The Gregory,536,7.9/10,"1,618"
17-05-2019,19-05-2019,Fifty Hotel & Suites by Affinia,765,8.2/10,"1,152"
17-05-2019,19-05-2019,Shoreham Hotel,637,7.6/10,"1,519"
17-05-2019,19-05-2019,Hyatt House New York/Chelsea,778,8.8/10,"2,448"
17-05-2019,19-05-2019,Courtyard by Marriott New York Downtown Manhattan/World Trade Center Area,513,8.5/10,"1,969"
17-05-2019,19-05-2019,3 West Club,618,8.4/10,401
17-05-2019,19-05-2019,Fairfield Inn & Suites New York Manhattan/Downtown East,618,8.4/10,740
17-05-2019,19-05-2019,Courtyard New York Manhattan/Times Square,728,8.4/10,"1,321"
17-05-2019,19-05-2019,The Marmara Manhattan,767,8.4/10,258
17-05-2019,21-05-2019,Hotel Pennsylvania,659,5.6/10,"40,877"
17-05-2019,21-05-2019,The Roosevelt Hotel,897,7.1/10,"1,431"
17-05-2019,21-05-2019,Candlewood Suites NYC -Times Square,777,8.1/10,"2,422"
17-05-2019,21-05-2019,Holiday Inn Manhattan Financial District,"1,066",8.2/10,"2,458"
17-05-2019,21-05-2019,DoubleTree by Hilton New York Times Square South,963,7.4/10,"1,297"
17-05-2019,21-05-2019,DoubleTree by Hilton NYC - Financial District,948,7.9/10,"3,102"
17-05-2019,21-05-2019,Four Points by Sheraton New York Downtown,"1,136",8.0/10,"3,353"
17-05-2019,21-05-2019,The Gallivant Times Square,877,7.3/10,"5,844"
17-05-2019,21-05-2019,Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,"1,119",8.4/10,"1,271"
17-05-2019,21-05-2019,Travel Inn - Midtown Manhattan,910,7.8/10,"1,661"
17-05-2019,21-05-2019,Days Hotel by Wyndham on Broadway NYC,762,6.6/10,"4,956"
17-05-2019,21-05-2019,Hotel Belleclaire,"1,257",7.9/10,"3,223"
17-05-2019,21-05-2019,The GEM Hotel - Chelsea,"1,022",7.7/10,"1,734"
17-05-2019,21-05-2019,DoubleTree by Hilton Metropolitan New York City,"1,196",7.7/10,"3,472"
17-05-2019,21-05-2019,"Nyma, The New York Manhattan Hotel",956,7.5/10,"2,378"
17-05-2019,21-05-2019,"Hudson New York, Central Park","1,096",7.1/10,"11,764"
17-05-2019,21-05-2019,"Night Hotel Theater District, Times Square","1,056",8.0/10,599
17-05-2019,21-05-2019,The Watson Hotel,970,7.8/10,"12,378"
17-05-2019,21-05-2019,SoHo 54,698,7.9/10,741
17-05-2019,21-05-2019,Holiday Inn Manhattan 6th Ave - Chelsea,"1,216",7.5/10,"1,594"
17-05-2019,21-05-2019,Element Times Square West,"1,056",7.9/10,"8,860"
17-05-2019,21-05-2019,Holiday Inn Express New York City Chelsea,"1,080",8.2/10,"2,277"
17-05-2019,21-05-2019,Fairfield Inn by Marriott New York Manhattan/Financial District,771,8.3/10,"2,884"
17-05-2019,21-05-2019,Hyatt Place New York/Midtown-South,"1,516",8.6/10,"3,664"
17-05-2019,21-05-2019,Staybridge Suites - Times Square - New York City,915,8.1/10,"3,265"
17-05-2019,21-05-2019,Park Central,"1,062",7.9/10,"4,630"
17-05-2019,21-05-2019,Paramount Hotel Times Square,896,6.8/10,"4,556"
17-05-2019,21-05-2019,Row NYC at Times Square,803,7.2/10,"11,152"
17-05-2019,21-05-2019,"The New Yorker, A Wyndham Hotel","1,019",7.9/10,"8,334"
17-05-2019,21-05-2019,Hotel Mela Times Square,"1,056",7.9/10,"1,217"
17-05-2019,21-05-2019,The Redbury New York,816,8.1/10,"3,012"
17-05-2019,21-05-2019,Moxy NYC Downtown,"1,576",8.7/10,404
17-05-2019,21-05-2019,Four Points by Sheraton Manhattan Midtown West,"1,998",8.5/10,"1,226"
17-05-2019,21-05-2019,Pod 51,994,8.0/10,"7,528"
17-05-2019,21-05-2019,The Hotel @ New York City,804,7.7/10,"3,881"
17-05-2019,21-05-2019,"Staypineapple, an Artful Hotel New York","1,045",9.1/10,56
17-05-2019,21-05-2019,Madison LES Hotel,891,7.8/10,287
17-05-2019,21-05-2019,Holiday Inn Express - Times Square,971,7.8/10,"2,185"
17-05-2019,21-05-2019,Holiday Inn Express - Wall Street,"1,012",8.1/10,708
17-05-2019,21-05-2019,Night Hotel Times Square,770,7.5/10,"2,326"
17-05-2019,21-05-2019,Cambria Hotel New York - Chelsea,"1,256",8.8/10,"1,407"
17-05-2019,21-05-2019,Fairfield Inn & Suites by Marriott New York Downtown Manhattan/World Trade Center Area,"1,026",8.8/10,"1,417"
17-05-2019,21-05-2019,Four Points by Sheraton Midtown - Times Square,860,8.4/10,"2,961"
17-05-2019,21-05-2019,Lord & Moris - Times Square Hotel,"1,015",7.7/10,787
17-05-2019,21-05-2019,"The Paul Hotel NYC-Chelsea, an Ascend Hotel Collection Member","1,346",7.9/10,"1,280"
17-05-2019,21-05-2019,Cassa Hotel Times Square,992,7.9/10,"3,806"
17-05-2019,21-05-2019,Hotel 32 32,"1,073",8.0/10,990
17-05-2019,21-05-2019,Cachet Boutique Hotel NYC,"1,620",7.8/10,"1,068"
17-05-2019,21-05-2019,Sheraton Tribeca New York Hotel,"1,096",8.1/10,"2,533"
17-05-2019,21-05-2019,Eurostars Wall Street,904,8.1/10,903
17-05-2019,21-05-2019,"LIFE Hotel, NoMad",805,8.1/10,"1,700"
17-05-2019,21-05-2019,Bentley Hotel,"1,337",7.9/10,"1,866"
17-05-2019,21-05-2019,Stewart Hotel,842,7.7/10,"3,942"
17-05-2019,21-05-2019,Millennium Hilton New York One UN Plaza,"1,516",8.4/10,"3,971"
17-05-2019,21-05-2019,The Gatsby Hotel,940,7.8/10,345
17-05-2019,21-05-2019,Heritage Hotel New York City,774,7.2/10,"3,061"
17-05-2019,21-05-2019,Orchard Street Hotel,889,8.2/10,"1,176"
17-05-2019,21-05-2019,Pod 39,856,8.2/10,"7,007"
17-05-2019,21-05-2019,Belnord Hotel,915,8.0/10,"3,898"
17-05-2019,21-05-2019,Holiday Inn Wall Street,"1,052",8.1/10,488
17-05-2019,21-05-2019,YOTEL New York Times Square,938,8.2/10,"4,506"
17-05-2019,21-05-2019,The Jewel Facing Rockefeller Center,"1,424",8.7/10,"1,237"
17-05-2019,21-05-2019,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"1,976",8.5/10,873
17-05-2019,21-05-2019,Millennium Premier New York Times Square,"1,313",8.2/10,725
17-05-2019,21-05-2019,Dream Midtown,"1,584",8.1/10,"1,889"
17-05-2019,21-05-2019,Crowne Plaza Times Square,"1,056",8.2/10,"7,117"
17-05-2019,21-05-2019,New York Hilton Midtown,"1,336",7.9/10,"3,772"
17-05-2019,21-05-2019,Holiday Inn Express - Times Square South,"1,176",8.3/10,"2,362"
17-05-2019,21-05-2019,Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"1,076",8.4/10,"4,166"
17-05-2019,21-05-2019,Courtyard by Marriott New York Manhattan/Central Park,"1,276",8.2/10,"5,961"
17-05-2019,21-05-2019,Hilton Garden Inn New York Times Square South,"1,480",8.7/10,"1,992"
17-05-2019,21-05-2019,The Allen Hotel,"1,054",8.5/10,986
17-05-2019,21-05-2019,"The Bernic Hotel New York City,Tapestry Collection by Hilton","1,026",8.6/10,"1,640"
17-05-2019,21-05-2019,Hyatt Herald Square New York,"1,516",8.3/10,"1,679"
17-05-2019,21-05-2019,Club Quarters Hotel World Trade Center,"1,228",8.6/10,"1,283"
17-05-2019,21-05-2019,Club Quarters Hotel Wall Street,"1,069",8.4/10,"1,974"
17-05-2019,21-05-2019,TownePlace Suites by Marriott New York Manhattan/Times Square,"1,356",8.8/10,117
17-05-2019,21-05-2019,Moxy NYC Chelsea,"1,486",8.7/10,126
17-05-2019,21-05-2019,Hilton Garden Inn Central Park South,"1,186",8.3/10,"3,723"
17-05-2019,21-05-2019,Courtyard by Marriott New York Manhattan/Chelsea,"1,546",8.6/10,916
17-05-2019,21-05-2019,Holiday Inn New York City - Times Square,"1,247",8.3/10,864
17-05-2019,21-05-2019,Best Western Premier Herald Square,890,8.6/10,"1,277"
17-05-2019,21-05-2019,Hampton Inn Manhattan - Times Square South,900,8.4/10,"1,464"
17-05-2019,21-05-2019,Hampton Inn Manhattan Chelsea,924,8.5/10,819
17-05-2019,21-05-2019,Hotel 48LEX New York,"1,212",8.4/10,896
17-05-2019,21-05-2019,Hampton Inn Madison Square Garden,"1,066",8.7/10,"1,213"
17-05-2019,21-05-2019,InterContinental New York Times Square,"1,776",8.0/10,"2,987"
17-05-2019,21-05-2019,"The Lexington Hotel, Autograph Collection","1,555",8.1/10,"2,190"
17-05-2019,21-05-2019,The Time New York,"1,202",8.2/10,"1,974"
17-05-2019,21-05-2019,Millennium Times Square New York,"1,247",7.7/10,"3,575"
17-05-2019,21-05-2019,Parker New York,"1,596",7.8/10,596
17-05-2019,21-05-2019,Aliz Hotel Times Square,"1,029",8.5/10,"1,404"
17-05-2019,21-05-2019,Hotel Wolcott,"1,100",8.0/10,"1,353"
17-05-2019,21-05-2019,Blue Moon Boutique Hostel & Hotel,232,7.7/10,"1,604"
17-05-2019,21-05-2019,Wyndham Garden Chinatown,847,8.0/10,356
17-05-2019,21-05-2019,Hotel Indigo Lower East Side,"1,314",8.6/10,"1,143"
